FFTBin#,Frequency (Hz),Ch0 Mean (db),Ch0 Std Dev(db),Ch1 Mean (db),Ch1 Std Dev(db)
4218,11353.3813,-25.6068,4.2000,-25.7754,6.8218
4219,11356.0730,-25.4218,5.5689,-24.9668,5.9364
4220,11358.7646,-23.9350,4.2455,-23.2548,4.9596
4221,11361.4563,-23.8059,3.7711,-23.0471,3.7175
4222,11364.1479,-22.8969,4.2626,-23.7821,3.0281
4223,11366.8396,-23.2595,4.1828,-26.7585,6.0687
4224,11369.5313,-23.0560,3.0490,-23.8164,4.9946
4225,11372.2229,-25.0273,5.5654,-23.3606,5.2920
4226,11374.9146,-24.6679,6.2121,-23.5665,4.7930
4227,11377.6062,-23.4804,6.4695,-20.5642,3.2767
4228,11380.2979,-23.1245,5.3025,-21.7702,4.5721
4229,11382.9895,-24.7255,7.0386,-23.7717,6.3347
4230,11385.6812,-26.8628,7.4209,-23.6750,4.8596
4231,11388.3728,-28.1115,8.2998,-25.4536,5.8605
4232,11391.0645,-27.8303,6.1573,-28.4949,7.2357
4233,11393.7561,-25.2613,5.3936,-23.4276,3.7780
4234,11396.4478,-23.5577,6.0841,-23.9449,7.1855
4235,11399.1394,-25.2160,7.1250,-22.9775,5.4821
4236,11401.8311,-25.0729,6.1222,-24.3710,5.3509
4237,11404.5227,-25.9259,4.9350,-24.7700,3.8245
4238,11407.2144,-24.8205,6.1656,-23.8808,4.5840
4239,11409.9060,-26.1785,5.4668,-24.2753,6.1039
4240,11412.5977,-23.9558,4.9937,-22.0817,5.6224
4241,11415.2893,-23.4447,3.9503,-22.4384,5.8059
4242,11417.9810,-26.7834,7.1371,-25.4200,7.2347
4243,11420.6726,-26.2057,5.9153,-28.1057,6.5165
4244,11423.3643,-23.9516,6.6077,-26.5476,6.2538
4245,11426.0559,-24.7343,5.9380,-25.7233,6.4869
4246,11428.7476,-25.9330,5.0777,-26.6578,6.6861
4247,11431.4392,-26.9974,4.6205,-26.3439,6.3002
4248,11434.1309,-24.4957,3.5552,-26.4616,5.9703
4249,11436.8225,-25.5693,4.2135,-26.5661,5.4777
4250,11439.5142,-26.2165,4.1713,-23.9862,5.1164
4251,11442.2058,-24.8454,4.6387,-25.4159,6.4926
4252,11444.8975,-26.4369,6.4351,-24.7944,5.6538
4253,11447.5891,-24.9559,5.6640,-23.7799,4.4188
4254,11450.2808,-23.5967,3.1127,-24.6649,5.6788
4255,11452.9724,-24.5235,5.0301,-26.3797,5.7742
4256,11455.6641,-25.8400,4.0564,-27.3337,3.8991
4257,11458.3557,-27.0454,6.4597,-27.6548,5.3362
4258,11461.0474,-26.6658,5.8551,-25.2619,4.5822
4259,11463.7390,-25.5277,5.9341,-25.4902,5.4974
4260,11466.4307,-24.7940,5.8982,-24.7847,3.6344
4261,11469.1223,-24.7303,5.4071,-24.9526,3.3042
4262,11471.8140,-27.1189,6.3637,-26.3543,5.0634
4263,11474.5056,-27.9960,5.1595,-28.1627,4.5240
4264,11477.1973,-27.6574,6.3580,-27.6253,5.2348
4265,11479.8889,-26.6326,3.3157,-27.1527,4.6574
4266,11482.5806,-27.1489,6.5520,-26.7047,6.0939
4267,11485.2722,-24.3830,5.7453,-23.8790,4.7237
4268,11487.9639,-26.7441,5.7502,-26.3071,6.4867
4269,11490.6555,-26.1209,5.6157,-27.1767,6.3269
4270,11493.3472,-26.1930,5.1537,-26.8387,5.6588
4271,11496.0388,-26.9334,7.8323,-26.2595,5.3144
4272,11498.7305,-23.7430,6.8340,-23.2391,4.9209
4273,11501.4221,-24.5161,6.6243,-24.8900,4.6102
4274,11504.1138,-26.6314,5.2301,-26.4606,3.6475
4275,11506.8054,-27.1103,5.0486,-26.9384,5.9534
4276,11509.4971,-25.7065,5.0885,-27.9211,8.4251
4277,11512.1887,-26.0055,5.6093,-25.9053,5.8792
4278,11514.8804,-25.1780,4.2556,-28.9235,7.1641
4279,11517.5720,-27.9416,5.4127,-28.7964,6.0667
4280,11520.2637,-26.5649,5.5642,-27.3427,6.0539
4281,11522.9553,-25.6784,4.6263,-25.9654,6.3800
4282,11525.6470,-25.5999,4.2541,-25.1021,5.4989
4283,11528.3386,-27.7115,4.8186,-25.6593,5.8863
4284,11531.0303,-26.5182,6.4568,-25.4278,5.9242
4285,11533.7219,-25.4835,5.6374,-26.9416,7.3998
4286,11536.4136,-27.3640,5.3602,-26.3466,6.0883
4287,11539.1052,-24.4752,6.1090,-23.5308,5.0722
4288,11541.7969,-24.9632,5.1650,-23.8092,5.6869
4289,11544.4885,-25.2764,5.5859,-25.9102,5.5836
4290,11547.1802,-24.7780,5.0042,-23.9472,4.2355
4291,11549.8718,-26.0203,4.5544,-25.7003,4.8795
4292,11552.5635,-28.3121,5.8327,-26.2061,5.1783
4293,11555.2551,-27.3247,5.4072,-25.3597,5.1228
4294,11557.9468,-24.3896,5.1838,-23.4335,5.4550
4295,11560.6384,-23.9003,4.8920,-24.0712,4.0677
4296,11563.3301,-25.3315,5.9582,-24.1411,3.2302
4297,11566.0217,-25.1180,3.4270,-24.0229,4.8183
4298,11568.7134,-25.1194,4.6505,-24.7951,4.7908
4299,11571.4050,-25.0346,5.1794,-26.2412,5.5301
4300,11574.0967,-24.1195,3.6254,-25.1685,5.2272
4301,11576.7883,-24.0278,3.5639,-24.3214,4.2825
4302,11579.4800,-26.3471,5.3623,-26.6699,5.1499
4303,11582.1716,-23.8103,4.7343,-25.3981,5.0602
4304,11584.8633,-24.2412,5.9993,-23.0327,4.5293
4305,11587.5549,-26.0221,6.1904,-24.4385,5.0574
4306,11590.2466,-26.4441,5.0731,-25.4702,4.5571
4307,11592.9382,-26.1540,5.0102,-25.5028,5.0245
4308,11595.6299,-25.6662,6.1839,-25.8274,4.8386
4309,11598.3215,-25.1298,5.5776,-25.5308,4.3939
4310,11601.0132,-25.5813,4.6395,-26.1929,6.5446
4311,11603.7048,-24.9775,4.7713,-25.1467,4.0711
4312,11606.3965,-26.6229,5.1316,-25.4991,4.9023
4313,11609.0881,-25.2575,4.4575,-24.4231,6.2522
4314,11611.7798,-26.9341,6.3923,-26.1464,7.0258
4315,11614.4714,-26.1735,4.8606,-26.8192,6.3818
4316,11617.1631,-26.1593,4.2618,-25.9941,5.6154
4317,11619.8547,-26.4214,4.9798,-24.6035,5.1789
4318,11622.5464,-25.3186,4.6350,-25.2336,4.5749
4319,11625.2380,-25.5439,6.4623,-26.4163,5.4355
4320,11627.9297,-24.8346,4.4984,-24.7945,4.8231
4321,11630.6213,-25.7483,5.2489,-23.9467,4.6843
4322,11633.3130,-23.4904,4.7178,-25.4015,4.3486
4323,11636.0046,-23.8524,3.7830,-25.5224,5.9774
4324,11638.6963,-23.2802,4.8070,-24.3752,5.4339
4325,11641.3879,-25.1621,5.9052,-24.7172,5.4054
4326,11644.0796,-23.7428,4.7737,-25.2255,5.7353
4327,11646.7712,-26.1157,5.5434,-27.1896,6.5358
4328,11649.4629,-26.3263,4.8760,-26.6542,4.6140
4329,11652.1545,-23.5761,3.9397,-24.0750,4.1637
4330,11654.8462,-25.7615,6.4241,-24.9283,5.0455
4331,11657.5378,-24.0532,5.8233,-24.4755,4.3609
4332,11660.2295,-26.2622,6.1266,-26.3548,5.5863
4333,11662.9211,-25.1456,7.3954,-26.9014,6.3651
4334,11665.6128,-24.3884,6.1830,-26.0242,5.6334
4335,11668.3044,-25.9445,6.3180,-26.9162,5.9092
4336,11670.9961,-25.3300,3.5146,-26.0398,5.1194
4337,11673.6877,-26.2834,6.5201,-25.4802,3.9932
4338,11676.3794,-26.3897,4.4260,-26.4751,4.7707
4339,11679.0710,-26.5659,4.9324,-28.2649,6.1505
4340,11681.7627,-26.5151,4.4264,-27.9860,5.1154
4341,11684.4543,-27.6029,7.1255,-27.4040,6.0045
4342,11687.1460,-26.1557,4.8197,-27.2468,6.1657
4343,11689.8376,-25.0595,6.1110,-26.3972,5.0953
4344,11692.5293,-23.6165,4.6871,-24.3396,5.4073
4345,11695.2209,-23.3062,6.2360,-23.4927,5.8357
4346,11697.9126,-23.3163,5.6600,-22.2178,4.7708
4347,11700.6042,-22.4783,3.8293,-22.2840,3.4492
4348,11703.2959,-23.6882,4.6963,-24.1039,6.1884
4349,11705.9875,-21.9029,2.6672,-23.2633,4.7452
4350,11708.6792,-24.8319,5.6415,-24.5292,4.8927
4351,11711.3708,-23.7029,3.9713,-23.5792,4.6440
4352,11714.0625,-22.8658,3.9260,-22.7873,3.6466
4353,11716.7542,-22.5545,5.5143,-23.6538,4.9421
4354,11719.4458,-24.8006,5.5390,-25.5066,4.4099
4355,11722.1375,-24.8660,5.2157,-25.2186,4.1865
4356,11724.8291,-24.3446,6.4671,-24.6977,6.5451
4357,11727.5208,-25.5701,6.6783,-25.3734,6.9023
4358,11730.2124,-23.9541,4.1895,-24.3763,4.1461
4359,11732.9041,-24.6592,4.4555,-25.9766,4.5826
4360,11735.5957,-23.8700,5.1223,-22.4905,4.1513
4361,11738.2874,-26.3894,6.5806,-23.3024,5.4652
4362,11740.9790,-25.4897,6.1204,-23.8876,4.6338
4363,11743.6707,-21.3802,3.9904,-21.9122,3.6415
4364,11746.3623,-22.6502,3.9064,-23.9981,4.1747
4365,11749.0540,-25.5329,4.7308,-25.5520,4.6941
4366,11751.7456,-23.6709,6.4164,-26.0474,6.0029
4367,11754.4373,-24.5611,5.6616,-25.8030,4.5398
4368,11757.1289,-25.9189,3.7917,-28.2797,5.6260
4369,11759.8206,-27.0475,4.5358,-27.4628,4.4151
4370,11762.5122,-25.3263,4.8169,-26.1537,6.9152
4371,11765.2039,-23.5875,5.4528,-24.8819,7.8568
4372,11767.8955,-26.4703,6.2678,-25.1995,6.9893
4373,11770.5872,-26.0609,5.5605,-26.6268,5.0302
4374,11773.2788,-25.9527,4.5343,-26.4115,6.0533
4375,11775.9705,-26.0511,5.1405,-24.7572,6.5211
4376,11778.6621,-24.0702,6.6250,-23.9232,6.0098
4377,11781.3538,-25.6048,4.5433,-25.2540,5.2216
4378,11784.0454,-25.8195,3.1459,-29.2273,5.8955
4379,11786.7371,-26.9824,7.5499,-28.9044,7.3341
4380,11789.4287,-26.0041,5.5901,-25.2474,5.6492
4381,11792.1204,-26.5970,5.9005,-26.6650,6.5111
4382,11794.8120,-25.9915,6.4453,-24.7158,3.7756
4383,11797.5037,-25.6992,4.4434,-24.2782,4.5678
4384,11800.1953,-28.2403,6.7329,-25.9859,4.8193
4385,11802.8870,-26.6553,5.5136,-27.8654,8.9967
4386,11805.5786,-27.0623,4.1696,-28.4687,4.9995
4387,11808.2703,-27.2485,7.1543,-26.1790,5.3016
4388,11810.9619,-27.5501,5.2043,-25.8130,5.0857
4389,11813.6536,-29.6085,8.3866,-27.4174,6.4001
4390,11816.3452,-26.9860,6.2570,-26.8406,4.8157
4391,11819.0369,-25.8387,4.8513,-27.0836,5.9687
4392,11821.7285,-25.9640,5.2172,-26.2546,5.4631
4393,11824.4202,-23.2826,5.7654,-25.6813,8.4166
4394,11827.1118,-25.4670,5.9288,-28.0428,7.2995
4395,11829.8035,-27.0614,5.6910,-26.2891,3.9968
4396,11832.4951,-25.4673,6.2013,-25.5004,6.4649
4397,11835.1868,-26.5469,4.6379,-25.7933,5.0324
4398,11837.8784,-23.0880,4.2518,-23.1279,5.8659
4399,11840.5701,-25.4418,5.9819,-24.8504,4.8312
4400,11843.2617,-25.1565,4.6695,-25.5854,4.6905
4401,11845.9534,-24.8867,5.0810,-24.5490,5.8532
4402,11848.6450,-25.0848,4.8550,-25.5730,5.0299
4403,11851.3367,-25.2547,6.3191,-24.6624,4.9222
4404,11854.0283,-23.4108,4.4039,-22.6133,4.9996
4405,11856.7200,-23.1182,4.8395,-23.1594,5.0272
4406,11859.4116,-24.0672,4.8495,-23.8992,4.0162
4407,11862.1033,-23.8033,4.9434,-24.1223,4.3106
4408,11864.7949,-25.9602,6.1509,-25.4559,5.6735
4409,11867.4866,-25.7293,5.5880,-25.3801,4.0352
4410,11870.1782,-24.1780,4.1549,-24.7528,5.0140
4411,11872.8699,-24.8759,4.2772,-24.7472,6.0975
4412,11875.5615,-23.7900,5.2899,-23.7108,5.3868
4413,11878.2532,-22.5056,2.7500,-23.3819,3.0380
4414,11880.9448,-23.9659,6.1212,-25.3912,6.5514
4415,11883.6365,-27.2162,5.1224,-25.9111,3.5851
4416,11886.3281,-24.7143,4.5146,-23.2311,3.5037
4417,11889.0198,-23.2558,4.3016,-25.6243,5.3689
4418,11891.7114,-23.3914,3.6810,-23.1464,2.9478
4419,11894.4031,-24.5860,4.8445,-26.7301,7.1556
4420,11897.0947,-24.7988,4.2967,-25.3834,5.8386
4421,11899.7864,-27.0701,6.7321,-26.0365,5.9599
4422,11902.4780,-25.8902,6.0480,-25.3873,3.9339
4423,11905.1697,-25.9920,4.7798,-26.1853,5.3668
4424,11907.8613,-26.3794,4.3465,-26.1234,4.3586
4425,11910.5530,-25.7934,5.8120,-24.0917,3.6632
4426,11913.2446,-25.9330,5.1770,-25.6608,6.3525
4427,11915.9363,-27.7405,6.6680,-29.0522,8.0059
4428,11918.6279,-27.1395,4.1086,-25.5939,4.7795
4429,11921.3196,-26.7355,5.3573,-25.6700,5.7180
4430,11924.0112,-24.9217,4.3655,-24.0947,5.6832
4431,11926.7029,-25.5613,4.9575,-25.8832,6.6625
4432,11929.3945,-25.7856,4.4003,-27.1361,6.0399
4433,11932.0862,-26.7956,4.5340,-26.7065,6.5451
4434,11934.7778,-24.7253,3.9936,-27.1957,6.9795
4435,11937.4695,-25.2130,5.4628,-27.8627,7.3091
4436,11940.1611,-24.6786,4.8762,-26.2743,5.3538
4437,11942.8528,-27.0591,7.4439,-26.6635,5.2773
4438,11945.5444,-25.8841,3.8284,-26.7147,5.8882
4439,11948.2361,-26.3695,4.1053,-25.8477,4.7602
4440,11950.9277,-24.7488,4.0637,-24.5047,5.6743
4441,11953.6194,-26.4539,5.5323,-25.7269,5.9687
4442,11956.3110,-24.4222,4.2279,-24.0768,4.5258
4443,11959.0027,-25.4871,4.0825,-26.6448,4.8916
4444,11961.6943,-27.9843,4.7662,-28.5119,5.6588
4445,11964.3860,-26.0225,4.9866,-27.1353,5.7308
4446,11967.0776,-24.8197,5.4774,-25.3290,5.5781
4447,11969.7693,-26.5184,5.8384,-26.1175,5.8201
4448,11972.4609,-27.4229,3.6454,-27.4029,4.2641
4449,11975.1526,-26.4540,5.6873,-27.3300,4.2716
4450,11977.8442,-25.2295,4.7661,-24.5845,4.9019
4451,11980.5359,-25.8045,4.1667,-25.6298,4.3382
4452,11983.2275,-25.6230,5.1688,-25.6700,4.4386
4453,11985.9192,-25.6938,5.0635,-24.4962,4.0116
4454,11988.6108,-24.7270,3.9015,-24.6769,3.9948
4455,11991.3025,-24.1557,4.9713,-26.5366,6.4485
4456,11993.9941,-25.8992,6.2736,-26.4432,7.3756
4457,11996.6858,-26.1844,5.0401,-27.1602,6.8159
4458,11999.3774,-25.9843,5.5628,-25.2181,6.2042
4459,12002.0691,-25.5490,5.8336,-26.1612,5.5979
4460,12004.7607,-26.7749,5.6012,-25.4669,6.3747
4461,12007.4524,-26.2780,4.1968,-25.4656,5.2447
4462,12010.1440,-28.3454,7.3854,-26.8786,6.2623
4463,12012.8357,-28.2902,5.4387,-29.0035,6.0494
4464,12015.5273,-26.6012,4.4260,-28.2899,4.5191
4465,12018.2190,-25.2877,5.5870,-24.5007,5.3562
4466,12020.9106,-24.2959,3.8626,-24.5726,5.0340
4467,12023.6023,-25.7040,4.5125,-24.3662,3.6623
4468,12026.2939,-24.5998,4.8114,-24.4490,4.6280
4469,12028.9856,-24.8596,5.4814,-25.8407,5.3569
4470,12031.6772,-25.1436,4.7328,-25.4834,4.6098
4471,12034.3689,-26.8289,4.3397,-28.1127,8.2409
4472,12037.0605,-26.7252,4.5420,-27.9314,6.1594
4473,12039.7522,-28.4623,6.1021,-27.7432,5.9617
4474,12042.4438,-25.5088,4.6075,-26.7261,5.0716
4475,12045.1355,-24.6785,4.6238,-25.1110,4.6579
4476,12047.8271,-24.6255,4.6172,-25.7027,4.9285
4477,12050.5188,-25.0178,3.0353,-27.7662,4.0718
4478,12053.2104,-27.6763,5.4535,-28.6323,6.1324
4479,12055.9021,-24.8751,3.8943,-25.2934,3.9853
4480,12058.5938,-25.5673,5.0315,-26.6447,4.9475
4481,12061.2854,-25.9920,4.2588,-26.8924,4.4632
4482,12063.9771,-23.6461,4.4863,-24.5787,3.4511
4483,12066.6687,-22.6098,3.6177,-24.0773,4.3503
4484,12069.3604,-24.6994,3.4643,-24.5892,4.8610
4485,12072.0520,-25.7384,5.6043,-25.0604,4.9507
4486,12074.7437,-23.5639,4.9410,-24.2589,5.3605
4487,12077.4353,-25.8552,6.7280,-25.0403,6.1325
4488,12080.1270,-25.0832,4.6002,-24.5899,5.2433
4489,12082.8186,-27.0865,4.7312,-25.7111,4.3269
4490,12085.5103,-26.4852,4.8648,-23.0029,3.4188
4491,12088.2019,-25.8785,3.8867,-26.7893,4.6017
4492,12090.8936,-23.7211,4.8097,-26.3566,5.7622
4493,12093.5852,-24.5726,5.3806,-22.8423,3.6563
4494,12096.2769,-22.4453,2.6707,-23.9503,4.8121
4495,12098.9685,-24.7899,4.1892,-26.6523,4.8005
4496,12101.6602,-24.5492,3.7512,-24.6492,4.1681
4497,12104.3518,-23.3902,4.2662,-23.8871,3.6876
4498,12107.0435,-25.9241,5.2656,-23.9802,5.2329
4499,12109.7351,-25.9661,6.0774,-26.8208,4.5475
4500,12112.4268,-24.3368,3.9217,-25.0011,5.2290
4501,12115.1184,-25.3300,5.7693,-23.5041,4.4979
4502,12117.8101,-25.3287,5.1444,-25.7730,5.5560
4503,12120.5017,-24.9004,5.7787,-24.5953,5.3548
4504,12123.1934,-26.0046,4.1056,-24.8679,4.2741
4505,12125.8850,-25.9368,6.2879,-26.9975,3.7858
4506,12128.5767,-24.3500,5.0063,-24.5519,4.2386
4507,12131.2683,-24.8776,6.4950,-24.7147,5.0846
4508,12133.9600,-24.1548,4.5168,-25.7467,4.3993
4509,12136.6516,-24.3473,4.6600,-24.6457,4.3279
4510,12139.3433,-24.9098,4.1428,-26.4866,3.7976
4511,12142.0349,-25.9002,4.8134,-26.0637,4.1060
4512,12144.7266,-26.7357,6.8966,-24.8254,4.7122
4513,12147.4182,-26.1150,6.0014,-25.5698,5.4307
4514,12150.1099,-25.6630,3.9062,-24.2729,4.2184
4515,12152.8015,-26.9018,5.8098,-25.8167,5.9429
4516,12155.4932,-26.6293,4.7149,-27.7134,5.3094
4517,12158.1848,-28.1511,6.5425,-26.9398,4.9869
4518,12160.8765,-24.8295,5.8154,-23.2125,4.9036
4519,12163.5681,-25.2733,7.0292,-24.8723,6.6906
4520,12166.2598,-22.9677,4.8522,-25.1964,5.4870
4521,12168.9514,-22.3746,4.5136,-24.2479,5.1896
4522,12171.6431,-24.9003,4.2276,-25.0520,6.6883
4523,12174.3347,-25.2699,6.3245,-23.7045,4.4373
4524,12177.0264,-27.3232,6.4284,-25.6379,6.2765
4525,12179.7180,-25.3166,4.3695,-26.2401,6.5589
4526,12182.4097,-24.5642,4.6634,-24.8665,4.4600
4527,12185.1013,-23.5796,4.2855,-24.9024,4.2374
4528,12187.7930,-24.2484,4.5188,-24.8684,4.2515
4529,12190.4846,-24.7036,5.9891,-23.1115,4.3765
4530,12193.1763,-23.9734,6.2846,-25.4111,5.5892
4531,12195.8679,-25.2026,7.0232,-26.6951,7.1245
4532,12198.5596,-25.8812,6.5170,-24.8211,6.0809
4533,12201.2512,-25.3062,6.5138,-24.1165,3.3540
4534,12203.9429,-25.0127,4.4571,-26.1974,3.7249
4535,12206.6345,-25.0801,5.3017,-24.6248,4.6221
4536,12209.3262,-24.3103,3.4970,-25.7059,5.5349
4537,12212.0178,-25.1262,5.3125,-26.3781,5.1692
4538,12214.7095,-25.8562,3.8255,-25.2512,5.2031
4539,12217.4011,-26.5708,6.2829,-25.2525,4.0741
4540,12220.0928,-27.2639,6.5908,-27.2857,6.0528
4541,12222.7844,-25.5675,4.3396,-25.3194,4.0847
4542,12225.4761,-26.7642,5.7591,-24.0119,5.0859
4543,12228.1677,-25.3347,5.3496,-24.4333,6.3701
4544,12230.8594,-23.6407,4.1479,-23.9270,4.8267
4545,12233.5510,-25.1186,3.9407,-24.6896,5.6073
4546,12236.2427,-25.3654,4.2786,-25.2031,4.8217
4547,12238.9343,-26.7016,5.2141,-26.3116,6.9210
4548,12241.6260,-25.5800,5.7132,-25.6678,5.9280
4549,12244.3176,-25.1134,4.6213,-24.1388,4.4864
4550,12247.0093,-27.0246,4.2102,-25.9671,5.0881
4551,12249.7009,-26.7916,4.7110,-25.2041,4.0731
4552,12252.3926,-29.6572,5.7853,-27.6080,4.3151
4553,12255.0842,-31.9424,5.1514,-29.0719,6.0821
4554,12257.7759,-27.5844,4.7777,-26.8995,4.9975
4555,12260.4675,-25.5562,4.1288,-25.3341,3.4660
4556,12263.1592,-25.5078,2.7865,-26.6187,4.2269
4557,12265.8508,-27.3404,6.2959,-26.1169,5.5029
4558,12268.5425,-28.4478,5.7248,-27.3689,4.3923
4559,12271.2341,-28.8819,5.8703,-28.6665,5.0441
4560,12273.9258,-27.7560,3.6179,-27.0488,4.7922
4561,12276.6174,-26.7291,4.4762,-28.0894,6.1395
4562,12279.3091,-25.9740,6.4576,-27.6084,6.9470
4563,12282.0007,-23.9539,4.1149,-24.7122,5.1199
4564,12284.6924,-26.2172,4.1263,-27.3566,4.9748
4565,12287.3840,-25.5100,5.1359,-26.4004,4.7912
4566,12290.0757,-27.5252,5.3157,-28.2474,5.4662
4567,12292.7673,-26.6391,5.5031,-26.6787,6.5956
4568,12295.4590,-24.9467,5.3970,-25.3945,4.9860
4569,12298.1506,-26.4797,3.2486,-28.3144,5.0392
4570,12300.8423,-28.1945,5.8705,-27.1466,5.3359
4571,12303.5339,-24.9040,4.5953,-24.4905,5.1501
4572,12306.2256,-24.6894,4.4842,-24.4957,5.4589
4573,12308.9172,-24.1245,4.9865,-26.4269,5.3703
4574,12311.6089,-27.5572,5.6726,-25.8590,6.5899
4575,12314.3005,-26.7696,5.2285,-23.7620,5.1421
4576,12316.9922,-26.0075,4.5325,-23.9351,3.7918
4577,12319.6838,-25.7184,3.6696,-26.3001,4.7153
4578,12322.3755,-28.5030,5.9072,-28.0747,5.2379
4579,12325.0671,-26.7727,4.6762,-26.1639,4.6829
4580,12327.7588,-25.1285,4.7496,-27.8314,6.8545
4581,12330.4504,-27.7396,6.4248,-26.3167,3.3705
4582,12333.1421,-30.4718,7.5381,-29.0996,6.6076
4583,12335.8337,-26.8637,3.9149,-28.2984,4.7260
4584,12338.5254,-26.8747,4.4750,-26.8021,4.9091
4585,12341.2170,-29.3807,4.8388,-27.1731,5.7757
4586,12343.9087,-28.5389,6.5198,-27.4969,7.0813
4587,12346.6003,-27.5582,6.3912,-28.4582,6.5049
4588,12349.2920,-24.9403,5.1472,-26.9383,5.2024
4589,12351.9836,-27.8875,6.6699,-28.8909,6.9872
4590,12354.6753,-27.9870,4.7509,-27.0720,3.5603
4591,12357.3669,-27.6206,5.9812,-27.5263,5.1508
4592,12360.0586,-27.1591,5.7284,-28.8102,3.8906
4593,12362.7502,-25.5182,5.2489,-27.5223,5.3759
4594,12365.4419,-24.3916,3.9683,-26.4869,5.1152
4595,12368.1335,-26.4973,5.2467,-29.2411,6.0454
4596,12370.8252,-26.3445,6.0878,-27.2206,5.4197
4597,12373.5168,-23.5143,4.6003,-23.8421,5.8300
4598,12376.2085,-23.4273,5.8340,-24.4527,4.0698
4599,12378.9001,-24.9429,4.1774,-27.5112,4.3178
4600,12381.5918,-25.6238,4.5303,-26.4956,5.9279
4601,12384.2834,-25.8924,5.6396,-25.0074,5.6748
4602,12386.9751,-25.7834,5.3306,-25.8197,4.6823
4603,12389.6667,-26.2476,5.7276,-27.5898,5.8546
4604,12392.3584,-25.8922,5.4060,-26.2079,6.3263
4605,12395.0500,-25.7270,4.5470,-25.5212,5.3539
4606,12397.7417,-27.2978,5.4779,-25.9925,4.9880
4607,12400.4333,-28.2568,5.8720,-26.8305,4.7366
4608,12403.1250,-24.4521,4.1386,-25.1436,5.0684
4609,12405.8167,-24.7266,4.8098,-26.0061,5.2789
4610,12408.5083,-26.3711,5.1813,-29.2955,5.0154
4611,12411.2000,-26.7219,5.8148,-29.2925,6.4925
4612,12413.8916,-26.0315,4.4343,-26.2340,6.2549
4613,12416.5833,-24.3390,4.4953,-24.8775,5.8224
4614,12419.2749,-23.9012,4.1183,-25.5871,6.0546
4615,12421.9666,-26.5417,4.8153,-26.4086,4.7685
4616,12424.6582,-27.3997,6.5566,-25.9882,4.7800
4617,12427.3499,-27.9735,5.1388,-26.2204,4.9614
4618,12430.0415,-27.2152,4.5626,-25.7554,4.6745
4619,12432.7332,-28.1846,5.4411,-27.0243,4.2357
4620,12435.4248,-31.8183,7.5349,-24.9692,4.3178
4621,12438.1165,-29.9910,8.3221,-24.6629,5.1344
4622,12440.8081,-28.9048,5.4208,-27.1909,5.5802
4623,12443.4998,-28.6055,6.1590,-26.6588,5.7526
4624,12446.1914,-29.2610,6.8542,-25.6638,4.8096
4625,12448.8831,-27.9249,5.0719,-24.5063,3.2394
4626,12451.5747,-28.7642,4.8951,-27.0591,4.1711
4627,12454.2664,-27.3332,4.7151,-31.5856,7.1660
4628,12456.9580,-28.3112,6.7624,-31.0164,6.0351
4629,12459.6497,-26.4437,5.8721,-25.8832,6.0810
4630,12462.3413,-27.2545,4.8597,-27.8208,4.5753
4631,12465.0330,-30.6497,7.1605,-32.2729,6.1971
4632,12467.7246,-28.0009,4.6351,-28.3949,4.9780
4633,12470.4163,-27.2334,4.6869,-27.5661,5.2946
4634,12473.1079,-29.5451,4.6273,-28.5001,4.7532
4635,12475.7996,-28.9139,4.0587,-26.5695,5.0553
4636,12478.4912,-28.1733,5.8011,-26.0778,3.8059
4637,12481.1829,-27.7379,6.4115,-27.7092,6.0472
4638,12483.8745,-26.4251,4.6643,-27.9668,4.2867
4639,12486.5662,-31.3827,6.8020,-29.2096,5.8779
4640,12489.2578,-29.1713,7.1810,-28.7067,7.4778
4641,12491.9495,-28.7198,5.2975,-28.9104,6.2356
4642,12494.6411,-26.7429,7.1201,-25.7351,5.7987
4643,12497.3328,-28.3243,7.8607,-26.3649,5.9815
4644,12500.0244,-29.7746,5.3270,-29.0926,7.1378
4645,12502.7161,-27.8416,4.6275,-27.6693,5.7262
4646,12505.4077,-27.2151,5.6131,-26.8219,5.2201
4647,12508.0994,-28.1487,6.5059,-23.9494,4.5384
4648,12510.7910,-27.5937,5.7676,-27.3487,5.5187
4649,12513.4827,-27.9277,5.7812,-29.6312,4.6664
4650,12516.1743,-29.0722,5.4919,-32.2889,4.2216
4651,12518.8660,-25.4956,3.8694,-30.2937,6.5934
4652,12521.5576,-26.0416,3.8901,-27.0286,6.2790
4653,12524.2493,-26.7937,6.0144,-27.2783,6.1089
4654,12526.9409,-25.8708,5.2805,-27.7564,5.4629
4655,12529.6326,-24.8050,3.4544,-25.7709,4.1073
4656,12532.3242,-27.4717,4.5169,-28.8372,4.6002
4657,12535.0159,-25.4931,5.2536,-27.3453,5.9696
4658,12537.7075,-24.2015,6.4200,-24.8233,5.9325
4659,12540.3992,-25.0398,4.8812,-26.6763,6.0925
4660,12543.0908,-23.4413,4.5100,-25.7190,5.8958
4661,12545.7825,-26.2306,6.0236,-26.9404,7.0114
4662,12548.4741,-25.9108,5.5756,-24.3165,6.4584
4663,12551.1658,-26.1010,5.6889,-26.0818,5.3465
4664,12553.8574,-28.1853,8.4607,-27.8883,6.5516
4665,12556.5491,-23.8060,3.8951,-24.6185,3.7739
4666,12559.2407,-27.1839,6.4779,-25.7214,4.7323
